+2025-07-07 16:54:55.207 | INFO     | arb.utils.sql_alchemy | user:anonymous | 331   | sql_alchemy.py       | type(table)=<class 'sqlalchemy.orm.decl_api.DeclarativeMeta'>
+2025-07-07 16:55:02.228 | DEBUG    | arb.portal.wtf_landfill | user:anonymous | 438   | wtf_landfill.py      | field_name: additional_activities, type(field.data)=<class 'str'>, field.data='Q9.  If no leaks were found, please describe any e', type(field.raw_data)=<class 'list'>
+2025-07-07 16:55:02.228 | DEBUG    | arb.portal.wtf_landfill | user:anonymous | 438   | wtf_landfill.py      | field_name: additional_notes, type(field.data)=<class 'str'>, field.data='Q30.  Additional notes or comments.', type(field.raw_data)=<class 'list'>
+2025-07-07 16:55:02.228 | DEBUG    | arb.portal.wtf_landfill | user:anonymous | 438   | wtf_landfill.py      | field_name: carb_notes, type(field.data)=<class 'NoneType'>, field.data=None, type(field.raw_data)=<class 'list'>
+2025-07-07 16:55:02.228 | DEBUG    | arb.portal.wtf_landfill | user:anonymous | 438   | wtf_landfill.py      | field_name: contact_email, type(field.data)=<class 'str'>, field.data='me@email.com', type(field.raw_data)=<class 'list'>
+2025-07-07 16:55:02.228 | DEBUG    | arb.portal.wtf_landfill | user:anonymous | 438   | wtf_landfill.py      | field_name: contact_name, type(field.data)=<class 'str'>, field.data='Q3.  Contact Name', type(field.raw_data)=<class 'list'>
+2025-07-07 16:55:02.228 | DEBUG    | arb.portal.wtf_landfill | user:anonymous | 438   | wtf_landfill.py      | field_name: contact_phone, type(field.data)=<class 'str'>, field.data='555-555-5555', type(field.raw_data)=<class 'list'>
+2025-07-07 16:55:02.228 | DEBUG    | arb.portal.wtf_landfill | user:anonymous | 438   | wtf_landfill.py      | field_name: emission_cause, type(field.data)=<class 'str'>, field.data='Other', type(field.raw_data)=<class 'list'>
+2025-07-07 16:55:02.228 | DEBUG    | arb.portal.wtf_landfill | user:anonymous | 438   | wtf_landfill.py      | field_name: emission_cause_notes, type(field.data)=<class 'str'>, field.data='Q19.  Please provide a more detailed description o', type(field.raw_data)=<class 'list'>
+2025-07-07 16:55:02.228 | DEBUG    | arb.portal.wtf_landfill | user:anonymous | 438   | wtf_landfill.py      | field_name: emission_cause_secondary, type(field.data)=<class 'str'>, field.data='Other', type(field.raw_data)=<class 'list'>
+2025-07-07 16:55:02.228 | DEBUG    | arb.portal.wtf_landfill | user:anonymous | 438   | wtf_landfill.py      | field_name: emission_cause_tertiary, type(field.data)=<class 'str'>, field.data='Other', type(field.raw_data)=<class 'list'>
+2025-07-07 16:55:02.229 | DEBUG    | arb.portal.wtf_landfill | user:anonymous | 438   | wtf_landfill.py      | field_name: emission_identified_flag_fk, type(field.data)=<class 'str'>, field.data='No leak was detected', type(field.raw_data)=<class 'list'>
+2025-07-07 16:55:02.229 | DEBUG    | arb.portal.wtf_landfill | user:anonymous | 438   | wtf_landfill.py      | field_name: emission_location, type(field.data)=<class 'str'>, field.data='Working Face (area where active filling was being conducted at the time of detection)', type(field.raw_data)=<class 'list'>
+2025-07-07 16:55:02.229 | DEBUG    | arb.portal.wtf_landfill | user:anonymous | 438   | wtf_landfill.py      | field_name: emission_location_notes, type(field.data)=<class 'str'>, field.data='Q15.  Please provide a more detailed description o', type(field.raw_data)=<class 'list'>
+2025-07-07 16:55:02.229 | DEBUG    | arb.portal.wtf_landfill | user:anonymous | 438   | wtf_landfill.py      | field_name: emission_type_fk, type(field.data)=<class 'str'>, field.data='Due to a temporary activity (i.e., would be resolved without corrective action when the activity is complete)', type(field.raw_data)=<class 'list'>
+2025-07-07 16:55:02.229 | DEBUG    | arb.portal.wtf_landfill | user:anonymous | 438   | wtf_landfill.py      | field_name: facility_name, type(field.data)=<class 'str'>, field.data='Q1.  Facility Name', type(field.raw_data)=<class 'list'>
+2025-07-07 16:55:02.229 | DEBUG    | arb.portal.wtf_landfill | user:anonymous | 438   | wtf_landfill.py      | field_name: id_arb_swis, type(field.data)=<class 'str'>, field.data='Q2.  Facility SWIS ID', type(field.raw_data)=<class 'list'>
+2025-07-07 16:55:02.229 | DEBUG    | arb.portal.wtf_landfill | user:anonymous | 438   | wtf_landfill.py      | field_name: id_incidence, type(field.data)=<class 'int'>, field.data=4004, type(field.raw_data)=<class 'list'>
+2025-07-07 16:55:02.229 | DEBUG    | arb.portal.wtf_landfill | user:anonymous | 438   | wtf_landfill.py      | field_name: id_message, type(field.data)=<class 'str'>, field.data='200-02', type(field.raw_data)=<class 'list'>
+2025-07-07 16:55:02.229 | DEBUG    | arb.portal.wtf_landfill | user:anonymous | 438   | wtf_landfill.py      | field_name: id_plume, type(field.data)=<class 'int'>, field.data=1234, type(field.raw_data)=<class 'list'>
+2025-07-07 16:55:02.229 | DEBUG    | arb.portal.wtf_landfill | user:anonymous | 438   | wtf_landfill.py      | field_name: included_in_last_lmr, type(field.data)=<class 'str'>, field.data='No', type(field.raw_data)=<class 'list'>
+2025-07-07 16:55:02.229 | DEBUG    | arb.portal.wtf_landfill | user:anonymous | 438   | wtf_landfill.py      | field_name: included_in_last_lmr_description, type(field.data)=<class 'str'>, field.data="Q25.  If 'No' to Q24, please explain why the area ", type(field.raw_data)=<class 'list'>
+2025-07-07 16:55:02.229 | DEBUG    | arb.portal.wtf_landfill | user:anonymous | 438   | wtf_landfill.py      | field_name: initial_leak_concentration, type(field.data)=<class 'decimal.Decimal'>, field.data=Decimal('500'), type(field.raw_data)=<class 'list'>
+2025-07-07 16:55:02.229 | DEBUG    | arb.portal.wtf_landfill | user:anonymous | 438   | wtf_landfill.py      | field_name: inspection_timestamp, type(field.data)=<class 'datetime.datetime'>, field.data=datetime.datetime(2023, 8, 14, 0, 0), type(field.raw_data)=<class 'list'>
+2025-07-07 16:55:02.229 | DEBUG    | arb.portal.wtf_landfill | user:anonymous | 438   | wtf_landfill.py      | field_name: instrument, type(field.data)=<class 'str'>, field.data='Q7.  Instrument used to locate the leak (e.g., Fis', type(field.raw_data)=<class 'list'>
+2025-07-07 16:55:02.229 | DEBUG    | arb.portal.wtf_landfill | user:anonymous | 438   | wtf_landfill.py      | field_name: last_component_leak_monitoring_timestamp, type(field.data)=<class 'datetime.datetime'>, field.data=datetime.datetime(2023, 12, 17, 0, 0), type(field.raw_data)=<class 'list'>
+2025-07-07 16:55:02.229 | DEBUG    | arb.portal.wtf_landfill | user:anonymous | 438   | wtf_landfill.py      | field_name: last_surface_monitoring_timestamp, type(field.data)=<class 'datetime.datetime'>, field.data=datetime.datetime(2023, 12, 16, 0, 0), type(field.raw_data)=<class 'list'>
+2025-07-07 16:55:02.229 | DEBUG    | arb.portal.wtf_landfill | user:anonymous | 438   | wtf_landfill.py      | field_name: lat_carb, type(field.data)=<class 'decimal.Decimal'>, field.data=Decimal('35.3211000000000012732925824820995330810546875'), type(field.raw_data)=<class 'list'>
+2025-07-07 16:55:02.229 | DEBUG    | arb.portal.wtf_landfill | user:anonymous | 438   | wtf_landfill.py      | field_name: lat_revised, type(field.data)=<class 'decimal.Decimal'>, field.data=Decimal('35.3211000000000012732925824820995330810546875'), type(field.raw_data)=<class 'list'>
+2025-07-07 16:55:02.229 | DEBUG    | arb.portal.wtf_landfill | user:anonymous | 438   | wtf_landfill.py      | field_name: long_carb, type(field.data)=<class 'decimal.Decimal'>, field.data=Decimal('-119.5807999999999964302332955412566661834716796875'), type(field.raw_data)=<class 'list'>
+2025-07-07 16:55:02.229 | DEBUG    | arb.portal.wtf_landfill | user:anonymous | 438   | wtf_landfill.py      | field_name: long_revised, type(field.data)=<class 'decimal.Decimal'>, field.data=Decimal('-119.5807999999999964302332955412566661834716796875'), type(field.raw_data)=<class 'list'>
+2025-07-07 16:55:02.229 | DEBUG    | arb.portal.wtf_landfill | user:anonymous | 438   | wtf_landfill.py      | field_name: mitigation_actions, type(field.data)=<class 'str'>, field.data='Q20 Answer', type(field.raw_data)=<class 'list'>
+2025-07-07 16:55:02.229 | DEBUG    | arb.portal.wtf_landfill | user:anonymous | 438   | wtf_landfill.py      | field_name: mitigation_timestamp, type(field.data)=<class 'datetime.datetime'>, field.data=datetime.datetime(2023, 12, 15, 0, 0), type(field.raw_data)=<class 'list'>
+2025-07-07 16:55:02.229 | DEBUG    | arb.portal.wtf_landfill | user:anonymous | 438   | wtf_landfill.py      | field_name: observation_timestamp, type(field.data)=<class 'datetime.datetime'>, field.data=datetime.datetime(2024, 6, 25, 0, 0), type(field.raw_data)=<class 'list'>
+2025-07-07 16:55:02.229 | DEBUG    | arb.portal.wtf_landfill | user:anonymous | 438   | wtf_landfill.py      | field_name: planned_for_next_lmr, type(field.data)=<class 'str'>, field.data='No', type(field.raw_data)=<class 'list'>
+2025-07-07 16:55:02.229 | DEBUG    | arb.portal.wtf_landfill | user:anonymous | 438   | wtf_landfill.py      | field_name: planned_for_next_lmr_description, type(field.data)=<class 'str'>, field.data="Q27.  If 'No' to Q26, please state why the area wi", type(field.raw_data)=<class 'list'>
+2025-07-07 16:55:02.229 | DEBUG    | arb.portal.wtf_landfill | user:anonymous | 438   | wtf_landfill.py      | field_name: re_monitored_concentration, type(field.data)=<class 'decimal.Decimal'>, field.data=Decimal('85'), type(field.raw_data)=<class 'list'>
+2025-07-07 16:55:02.229 | DEBUG    | arb.portal.wtf_landfill | user:anonymous | 438   | wtf_landfill.py      | field_name: re_monitored_timestamp, type(field.data)=<class 'datetime.datetime'>, field.data=datetime.datetime(1900, 3, 25, 0, 0), type(field.raw_data)=<class 'list'>
+2025-07-07 16:55:02.229 | DEBUG    | arb.utils.diagnostics | user:anonymous | 44    | diagnostics.py       | Diagnostics for: <arb.portal.wtf_landfill.LandfillFeedback object at 0x000001CEC2BA6E50>
+2025-07-07 16:55:02.229 | DEBUG    | arb.utils.diagnostics | user:anonymous | 46    | diagnostics.py       | message='in the validator before super'
+2025-07-07 16:55:02.230 | DEBUG    | arb.utils.diagnostics | user:anonymous | 55    | diagnostics.py       | data <class 'dict'>:	 {'id_incidence': 4004, 'id_plume': 1234, 'observation_timestamp': datetime.datetime(2024, 6, 25, 0, 0), 'lat_carb': Decimal('35.3211000000000012732925824820995330810546875'), 'long_carb': Decimal('-119.5807999999999964302332955412566661834716796875'), 'id_message': '200-02', 'facility_name': 'Q1.  Facility Name', 'id_arb_swis': 'Q2.  Facility SWIS ID', 'contact_name': 'Q3.  Contact Name', 'contact_phone': '555-555-5555', 'contact_email': 'me@email.com', 'inspection_timestamp': datetime.datetime(2023, 8, 14, 0, 0), 'instrument': 'Q7.  Instrument used to locate the leak (e.g., Fis', 'emission_identified_flag_fk': 'No leak was detected', 'additional_activities': 'Q9.  If no leaks were found, please describe any e', 'initial_leak_concentration': Decimal('500'), 'lat_revised': Decimal('35.3211000000000012732925824820995330810546875'), 'long_revised': Decimal('-119.5807999999999964302332955412566661834716796875'), 'emission_type_fk': 'Due to a temporary activity (i.e., would be resolved without corrective action when the activity is complete)', 'emission_location': 'Working Face (area where active filling was being conducted at the time of detection)', 'emission_location_notes': 'Q15.  Please provide a more detailed description o', 'emission_cause': 'Other', 'emission_cause_secondary': 'Other', 'emission_cause_tertiary': 'Other', 'emission_cause_notes': 'Q19.  Please provide a more detailed description o', 'mitigation_actions': 'Q20 Answer', 'mitigation_timestamp': datetime.datetime(2023, 12, 15, 0, 0), 're_monitored_timestamp': datetime.datetime(1900, 3, 25, 0, 0), 're_monitored_concentration': Decimal('85'), 'included_in_last_lmr': 'No', 'included_in_last_lmr_description': "Q25.  If 'No' to Q24, please explain why the area ", 'planned_for_next_lmr': 'No', 'planned_for_next_lmr_description': "Q27.  If 'No' to Q26, please state why the area wi", 'last_component_leak_monitoring_timestamp': datetime.datetime(2023, 12, 17, 0, 0), 'last_surface_monitoring_timestamp': datetime.datetime(2023, 12, 16, 0, 0), 'additional_notes': 'Q30.  Additional notes or comments.', 'carb_notes': None, 'csrf_token': None}
+2025-07-07 16:55:02.230 | DEBUG    | arb.utils.diagnostics | user:anonymous | 55    | diagnostics.py       | errors <class 'dict'>:	 {}
+2025-07-07 16:55:02.230 | DEBUG    | arb.utils.diagnostics | user:anonymous | 55    | diagnostics.py       | form_errors <class 'list'>:	 []
+2025-07-07 16:55:02.230 | DEBUG    | arb.utils.diagnostics | user:anonymous | 55    | diagnostics.py       | label <class 'str'>:	 1. CARB internal notes
+2025-07-07 16:55:02.230 | DEBUG    | arb.utils.diagnostics | user:anonymous | 55    | diagnostics.py       | message <class 'str'>:	 Invalid phone number. Phone number must be in format '(123) 456-7890' or '(123) 456-7890 x1234567'.
+2025-07-07 16:55:02.230 | DEBUG    | arb.utils.diagnostics | user:anonymous | 55    | diagnostics.py       | meta <class 'wtforms.form.Meta'>:	 <wtforms.form.Meta object at 0x000001CEC2B35A90>
+2025-07-07 16:55:02.260 | INFO     | flask_wtf.csrf   | user:anonymous | 164   | csrf.py              | The CSRF token is missing.
+2025-07-07 16:55:02.260 | DEBUG    | arb.utils.wtf_forms_util | user:anonymous | 715   | wtf_forms_util.py    | after validate_no_csrf() called: form_valid=False, form.errors={'contact_phone': ["Invalid phone number. Phone number must be in format '(123) 456-7890' or '(123) 456-7890 x1234567'."], 'emission_type_fk': ['Q8 and Q13 appear to be inconsistent'], 'emission_location': ['Q8 and Q14 appear to be inconsistent'], 'emission_cause': ['Q8 and Q16 appear to be inconsistent', 'Q8 and Q18 appear to be inconsistent'], 'emission_cause_secondary': ['Q8 and Q17 appear to be inconsistent', 'Q17 appears to be a repeat', 'Q18 appears to be a repeat']}
+2025-07-07 16:55:02.260 | DEBUG    | arb.utils.wtf_forms_util | user:anonymous | 579   | wtf_forms_util.py    | Initializing drop-downs...
+2025-07-07 16:55:02.260 | DEBUG    | arb.utils.wtf_forms_util | user:anonymous | 227   | wtf_forms_util.py    | Form errors are: {'contact_phone': ["Invalid phone number. Phone number must be in format '(123) 456-7890' or '(123) 456-7890 x1234567'."], 'emission_type_fk': ['Q8 and Q13 appear to be inconsistent'], 'emission_location': ['Q8 and Q14 appear to be inconsistent'], 'emission_cause': ['Q8 and Q16 appear to be inconsistent', 'Q8 and Q18 appear to be inconsistent'], 'emission_cause_secondary': ['Q8 and Q17 appear to be inconsistent', 'Q17 appears to be a repeat', 'Q18 appears to be a repeat']}
+2025-07-07 16:55:02.260 | DEBUG    | arb.portal.utils.route_util | user:anonymous | 126   | route_util.py        | incidence_prep() about to render get template
+2025-07-07 16:55:02.327 | INFO     | werkzeug         | user:anonymous | 97    | _internal.py         | 127.0.0.1 - - [07/Jul/2025 16:55:02] "GET /incidence_update/4004/ HTTP/1.1" 200 -
+2025-07-07 16:55:02.389 | INFO     | werkzeug         | user:anonymous | 97    | _internal.py         | 127.0.0.1 - - [07/Jul/2025 16:55:02] "GET /static/css/portal_styles_01.css HTTP/1.1" 304 -
+2025-07-07 16:55:02.402 | INFO     | werkzeug         | user:anonymous | 97    | _internal.py         | 127.0.0.1 - - [07/Jul/2025 16:55:02] "GET /static/js/form_change_tracker.js HTTP/1.1" 304 -
+2025-07-07 16:55:02.404 | INFO     | werkzeug         | user:anonymous | 97    | _internal.py         | 127.0.0.1 - - [07/Jul/2025 16:55:02] "GET /static/js/success_popup.js HTTP/1.1" 304 -
+2025-07-07 16:55:02.404 | INFO     | werkzeug         | user:anonymous | 97    | _internal.py         | 127.0.0.1 - - [07/Jul/2025 16:55:02] "GET /static/js/delete_confirmation.js HTTP/1.1" 304 -
+2025-07-07 16:55:02.406 | INFO     | werkzeug         | user:anonymous | 97    | _internal.py         | 127.0.0.1 - - [07/Jul/2025 16:55:02] "GET /static/images/carb_logo_01.jpg HTTP/1.1" 304 -
+2025-07-07 16:55:22.818 | DEBUG    | arb.portal.routes | user:anonymous | 105   | routes.py            | incidence_update called with id= 4004.
+2025-07-07 16:55:22.895 | DEBUG    | arb.portal.utils.sector_util | user:anonymous | 78    | sector_util.py       | get_sector_info() called to determine sector & sector type for id_=4004
+2025-07-07 16:55:22.895 | DEBUG    | arb.utils.sql_alchemy | user:anonymous | 454   | sql_alchemy.py       | Looking up foreign value: {'db': <SQLAlchemy postgresql+psycopg2://methane:***@prj-bus-methane-aurora-postgresql-instance-1.cdae8kkz3fpi.us-west-2.rds.amazonaws.com/plumetracker>, 'base': <class 'sqlalchemy.ext.automap.Base'>, 'primary_table_name': 'incidences', 'foreign_table_name': 'sources', 'primary_table_fk_name': 'source_id', 'foreign_table_column_name': 'sector', 'primary_table_pk_value': 4004, 'primary_table_pk_name': None, 'foreign_table_pk_name': None}
+2025-07-07 16:55:22.943 | DEBUG    | arb.utils.sql_alchemy | user:anonymous | 477   | sql_alchemy.py       | Foreign key result: None
+2025-07-07 16:55:22.943 | DEBUG    | arb.utils.sql_alchemy | user:anonymous | 414   | sql_alchemy.py       | Getting misc_json from incidences where pk=4004
+2025-07-07 16:55:22.943 | DEBUG    | arb.utils.sql_alchemy | user:anonymous | 422   | sql_alchemy.py       | row=<sqlalchemy.ext.automap.incidences object at 0x000001CEC2D95050>, column_value={'id_incidence': 4004, 'id_plume': 1234, 'observation_timestamp': '2024-06-25T07:00:00+00:00', 'lat_carb': 35.3211, 'long_carb': -119.5808, 'id_message': '200-02', 'facility_name': 'Q1.  Facility Name', 'id_arb_swis': 'Q2.  Facility SWIS ID', 'contact_name': 'Q3.  Contact Name', 'contact_phone': '555-555-5555', 'contact_email': 'me@email.com', 'inspection_timestamp': '2023-08-14T07:00:00+00:00', 'instrument': 'Q7.  Instrument used to locate the leak (e.g., Fis', 'emission_identified_flag_fk': 'No leak was detected', 'additional_activities': 'Q9.  If no leaks were found, please describe any e', 'initial_leak_concentration': 500.0, 'lat_revised': 35.3211, 'long_revised': -119.5808, 'emission_type_fk': 'Due to a temporary activity (i.e., would be resolved without corrective action when the activity is complete)', 'emission_location': 'Working Face (area where active filling was being conducted at the time of detection)', 'emission_location_notes': 'Q15.  Please provide a more detailed description o', 'emission_cause': 'Other', 'emission_cause_secondary': 'Other', 'emission_cause_tertiary': 'Other', 'emission_cause_notes': 'Q19.  Please provide a more detailed description o', 'mitigation_actions': 'Q20 Answer', 'mitigation_timestamp': '2023-12-15T08:00:00+00:00', 're_monitored_timestamp': '1900-03-25T08:00:00+00:00', 're_monitored_concentration': 85.0, 'included_in_last_lmr': 'No', 'included_in_last_lmr_description': "Q25.  If 'No' to Q24, please explain why the area ", 'planned_for_next_lmr': 'No', 'planned_for_next_lmr_description': "Q27.  If 'No' to Q26, please state why the area wi", 'last_surface_monitoring_timestamp': '2023-12-16T08:00:00+00:00', 'last_component_leak_monitoring_timestamp': '2023-12-17T08:00:00+00:00', 'additional_notes': 'Q30.  Additional notes or comments.', 'sector': 'Landfill'}
+2025-07-07 16:55:22.944 | DEBUG    | arb.portal.utils.sector_util | user:anonymous | 131   | sector_util.py       | resolve_sector() called with sector_by_foreign_key=None, row=<sqlalchemy.ext.automap.incidences object at 0x000001CEC2D95050>, misc_json={'id_incidence': 4004, 'id_plume': 1234, 'observation_timestamp': '2024-06-25T07:00:00+00:00', 'lat_carb': 35.3211, 'long_carb': -119.5808, 'id_message': '200-02', 'facility_name': 'Q1.  Facility Name', 'id_arb_swis': 'Q2.  Facility SWIS ID', 'contact_name': 'Q3.  Contact Name', 'contact_phone': '555-555-5555', 'contact_email': 'me@email.com', 'inspection_timestamp': '2023-08-14T07:00:00+00:00', 'instrument': 'Q7.  Instrument used to locate the leak (e.g., Fis', 'emission_identified_flag_fk': 'No leak was detected', 'additional_activities': 'Q9.  If no leaks were found, please describe any e', 'initial_leak_concentration': 500.0, 'lat_revised': 35.3211, 'long_revised': -119.5808, 'emission_type_fk': 'Due to a temporary activity (i.e., would be resolved without corrective action when the activity is complete)', 'emission_location': 'Working Face (area where active filling was being conducted at the time of detection)', 'emission_location_notes': 'Q15.  Please provide a more detailed description o', 'emission_cause': 'Other', 'emission_cause_secondary': 'Other', 'emission_cause_tertiary': 'Other', 'emission_cause_notes': 'Q19.  Please provide a more detailed description o', 'mitigation_actions': 'Q20 Answer', 'mitigation_timestamp': '2023-12-15T08:00:00+00:00', 're_monitored_timestamp': '1900-03-25T08:00:00+00:00', 're_monitored_concentration': 85.0, 'included_in_last_lmr': 'No', 'included_in_last_lmr_description': "Q25.  If 'No' to Q24, please explain why the area ", 'planned_for_next_lmr': 'No', 'planned_for_next_lmr_description': "Q27.  If 'No' to Q26, please state why the area wi", 'last_surface_monitoring_timestamp': '2023-12-16T08:00:00+00:00', 'last_component_leak_monitoring_timestamp': '2023-12-17T08:00:00+00:00', 'additional_notes': 'Q30.  Additional notes or comments.', 'sector': 'Landfill'}
+2025-07-07 16:55:22.944 | WARNING  | arb.portal.utils.sector_util | user:anonymous | 135   | sector_util.py       | sector column value in sources table is None.
+2025-07-07 16:55:22.944 | DEBUG    | arb.portal.utils.sector_util | user:anonymous | 152   | sector_util.py       | resolve_sector() returning sector='Landfill'
+2025-07-07 16:55:22.944 | DEBUG    | arb.portal.utils.sector_util | user:anonymous | 106   | sector_util.py       | get_sector_info() returning sector='Landfill' sector_type='Landfill'
+2025-07-07 16:55:22.944 | DEBUG    | arb.portal.routes | user:anonymous | 129   | routes.py            | calling incidence_prep()
+2025-07-07 16:55:22.944 | DEBUG    | arb.portal.utils.route_util | user:anonymous | 56    | route_util.py        | incidence_prep() called with crud_type='update', sector_type='Landfill'
+2025-07-07 16:55:22.944 | DEBUG    | arb.utils.sql_alchemy | user:anonymous | 64    | sql_alchemy.py       | Diagnostics for model of type type(model)=<class 'sqlalchemy.ext.automap.incidences'>
+2025-07-07 16:55:22.944 | DEBUG    | arb.utils.sql_alchemy | user:anonymous | 67    | sql_alchemy.py       | model=<sqlalchemy.ext.automap.incidences object at 0x000001CEC2D95050>
+2025-07-07 16:55:22.944 | DEBUG    | arb.utils.sql_alchemy | user:anonymous | 72    | sql_alchemy.py       | created_by <class 'NoneType'> = (None)
+2025-07-07 16:55:22.944 | DEBUG    | arb.utils.sql_alchemy | user:anonymous | 72    | sql_alchemy.py       | created_timestamp <class 'datetime.datetime'> = (2025-07-04 15:32:26)
+2025-07-07 16:55:22.944 | DEBUG    | arb.utils.sql_alchemy | user:anonymous | 72    | sql_alchemy.py       | description <class 'NoneType'> = (None)
+2025-07-07 16:55:22.944 | DEBUG    | arb.utils.sql_alchemy | user:anonymous | 72    | sql_alchemy.py       | emission_cause <class 'NoneType'> = (None)
+2025-07-07 16:55:22.944 | DEBUG    | arb.utils.sql_alchemy | user:anonymous | 72    | sql_alchemy.py       | emission_cause_notes <class 'NoneType'> = (None)
+2025-07-07 16:55:22.944 | DEBUG    | arb.utils.sql_alchemy | user:anonymous | 72    | sql_alchemy.py       | emission_identified_flag_fk <class 'NoneType'> = (None)
+2025-07-07 16:55:22.944 | DEBUG    | arb.utils.sql_alchemy | user:anonymous | 72    | sql_alchemy.py       | emission_location <class 'NoneType'> = (None)
+2025-07-07 16:55:22.944 | DEBUG    | arb.utils.sql_alchemy | user:anonymous | 72    | sql_alchemy.py       | emission_location_notes <class 'NoneType'> = (None)
+2025-07-07 16:55:22.944 | DEBUG    | arb.utils.sql_alchemy | user:anonymous | 72    | sql_alchemy.py       | emission_type_fk <class 'NoneType'> = (None)
+2025-07-07 16:55:22.944 | DEBUG    | arb.utils.sql_alchemy | user:anonymous | 72    | sql_alchemy.py       | emission_type_notes <class 'NoneType'> = (None)
+2025-07-07 16:55:22.944 | DEBUG    | arb.utils.sql_alchemy | user:anonymous | 72    | sql_alchemy.py       | end_timestamp <class 'NoneType'> = (None)
+2025-07-07 16:55:22.944 | DEBUG    | arb.utils.sql_alchemy | user:anonymous | 72    | sql_alchemy.py       | id_incidence <class 'int'> = (4004)
+2025-07-07 16:55:22.944 | DEBUG    | arb.utils.sql_alchemy | user:anonymous | 72    | sql_alchemy.py       | identified_component <class 'NoneType'> = (None)
+2025-07-07 16:55:22.944 | DEBUG    | arb.utils.sql_alchemy | user:anonymous | 72    | sql_alchemy.py       | identified_component_notes <class 'NoneType'> = (None)
+2025-07-07 16:55:22.944 | DEBUG    | arb.utils.sql_alchemy | user:anonymous | 72    | sql_alchemy.py       | incidence_qa_flag_fk <class 'NoneType'> = (None)
+2025-07-07 16:55:22.944 | DEBUG    | arb.utils.sql_alchemy | user:anonymous | 72    | sql_alchemy.py       | incidence_status <class 'NoneType'> = (None)
+2025-07-07 16:55:22.944 | DEBUG    | arb.utils.sql_alchemy | user:anonymous | 72    | sql_alchemy.py       | incidence_status_explanation <class 'NoneType'> = (None)
+2025-07-07 16:55:22.944 | DEBUG    | arb.utils.sql_alchemy | user:anonymous | 72    | sql_alchemy.py       | inspection_flag_fk <class 'NoneType'> = (None)
+2025-07-07 16:55:22.944 | DEBUG    | arb.utils.sql_alchemy | user:anonymous | 72    | sql_alchemy.py       | inspection_timestamp <class 'NoneType'> = (None)
+2025-07-07 16:55:22.944 | DEBUG    | arb.utils.sql_alchemy | user:anonymous | 72    | sql_alchemy.py       | internal_comment <class 'NoneType'> = (None)
+2025-07-07 16:55:22.944 | DEBUG    | arb.utils.sql_alchemy | user:anonymous | 72    | sql_alchemy.py       | is_open <class 'NoneType'> = (None)
+2025-07-07 16:55:22.944 | DEBUG    | arb.utils.sql_alchemy | user:anonymous | 72    | sql_alchemy.py       | misc_json <class 'dict'> = ({'id_incidence': 4004, 'id_plume': 1234, 'observation_timestamp': '2024-06-25T07:00:00+00:00', 'lat_carb': 35.3211, 'long_carb': -119.5808, 'id_message': '200-02', 'facility_name': 'Q1.  Facility Name', 'id_arb_swis': 'Q2.  Facility SWIS ID', 'contact_name': 'Q3.  Contact Name', 'contact_phone': '555-555-5555', 'contact_email': 'me@email.com', 'inspection_timestamp': '2023-08-14T07:00:00+00:00', 'instrument': 'Q7.  Instrument used to locate the leak (e.g., Fis', 'emission_identified_flag_fk': 'No leak was detected', 'additional_activities': 'Q9.  If no leaks were found, please describe any e', 'initial_leak_concentration': 500.0, 'lat_revised': 35.3211, 'long_revised': -119.5808, 'emission_type_fk': 'Due to a temporary activity (i.e., would be resolved without corrective action when the activity is complete)', 'emission_location': 'Working Face (area where active filling was being conducted at the time of detection)', 'emission_location_notes': 'Q15.  Please provide a more detailed description o', 'emission_cause': 'Other', 'emission_cause_secondary': 'Other', 'emission_cause_tertiary': 'Other', 'emission_cause_notes': 'Q19.  Please provide a more detailed description o', 'mitigation_actions': 'Q20 Answer', 'mitigation_timestamp': '2023-12-15T08:00:00+00:00', 're_monitored_timestamp': '1900-03-25T08:00:00+00:00', 're_monitored_concentration': 85.0, 'included_in_last_lmr': 'No', 'included_in_last_lmr_description': "Q25.  If 'No' to Q24, please explain why the area ", 'planned_for_next_lmr': 'No', 'planned_for_next_lmr_description': "Q27.  If 'No' to Q26, please state why the area wi", 'last_surface_monitoring_timestamp': '2023-12-16T08:00:00+00:00', 'last_component_leak_monitoring_timestamp': '2023-12-17T08:00:00+00:00', 'additional_notes': 'Q30.  Additional notes or comments.', 'sector': 'Landfill'})
+2025-07-07 16:55:22.944 | DEBUG    | arb.utils.sql_alchemy | user:anonymous | 72    | sql_alchemy.py       | mitigated_flag <class 'NoneType'> = (None)
+2025-07-07 16:55:22.944 | DEBUG    | arb.utils.sql_alchemy | user:anonymous | 72    | sql_alchemy.py       | mitigation_timestamp <class 'NoneType'> = (None)
+2025-07-07 16:55:22.944 | DEBUG    | arb.utils.sql_alchemy | user:anonymous | 72    | sql_alchemy.py       | mitigation_type_fk <class 'NoneType'> = (None)
+2025-07-07 16:55:22.944 | DEBUG    | arb.utils.sql_alchemy | user:anonymous | 72    | sql_alchemy.py       | notification_timestamp <class 'NoneType'> = (None)
+2025-07-07 16:55:22.944 | DEBUG    | arb.utils.sql_alchemy | user:anonymous | 72    | sql_alchemy.py       | operator_comment <class 'NoneType'> = (None)
